job_id,created_at,selection_started_at,selected_by_agent_at,scheduled_at,completed_at,exit_status,leader_id
55,1758857624.296392,1758857640.903051,1758857657.205302,0,1758857657.509005,0,3
51,1758857624.29624,1758857641.626118,1758857658.640335,0,1758857659.213684,0,1
99,1758857628.438983,1758857676.817992,1758857695.847618,0,1758857701.436382,0,2
42,1758857623.268992,1758857643.666038,1758857647.063657,0,1758857647.415756,0,21
67,1758857625.3199492,1758857642.565521,1758857658.457015,0,1758857658.816958,0,5
66,1758857625.319915,1758857663.852417,1758857683.218244,0,1758857683.357899,0,15
87,1758857627.399644,1758857665.660177,1758857687.209297,0,1758857689.227678,0,1
90,1758857627.399746,1758857665.660154,1758857687.184542,0,1758857693.2410398,0,1
24,1758857621.236023,1758857627.3902621,1758857632.571061,0,1758857633.741626,0,4
37,1758857622.255327,1758857641.0700731,1758857646.97611,0,1758857647.323788,0,20
25,1758857621.236084,1758857625.9752681,1758857630.739725,0,1758857631.220893,0,4
9,1758857619.089889,1758857621.796928,1758857623.607287,0,1758857623.749728,0,1
3,1758857619.089591,1758857621.7969542,1758857623.615783,0,1758857623.762027,0,1
19,1758857620.217682,1758857622.418056,1758857625.061805,0,1758857625.31201,0,21
40,1758857622.2554162,1758857628.1304939,1758857634.978135,0,1758857635.364776,0,1
1,1758857619.089417,1758857621.7969332,1758857623.609069,0,1758857623.752188,0,1
20,1758857620.21771,1758857622.4180648,1758857625.0705512,0,1758857625.32432,0,21
98,1758857628.438953,1758857688.637772,1758857692.752476,0,1758857695.4861639,0,20
26,1758857621.236131,1758857623.720312,1758857627.4162638,0,1758857627.802454,0,1
77,1758857626.373133,1758857653.820378,1758857675.26707,0,1758857675.858878,0,1
83,1758857627.399412,1758857664.7844942,1758857684.0681221,0,1758857684.441919,0,1
16,1758857620.217598,1758857622.41804,1758857625.046889,0,1758857625.290275,0,21
34,1758857622.2552361,1758857641.0700579,1758857644.413093,0,1758857644.811004,0,20
54,1758857624.296363,1758857640.84531,1758857660.205274,0,1758857660.453281,0,21
89,1758857627.3997152,1758857664.784501,1758857686.594506,0,1758857687.6833978,0,1
10,1758857619.089925,1758857621.7969038,1758857623.602735,0,1758857623.7404869,0,1
18,1758857620.217654,1758857622.418061,1758857625.066339,0,1758857625.31746,0,21
58,1758857624.296491,1758857648.5856352,1758857649.730474,0,1758857649.927677,0,21
30,1758857621.236303,1758857625.984009,1758857630.750923,0,1758857648.940584,0,3
63,1758857625.319819,1758857652.039283,1758857670.020214,0,1758857670.366965,0,20
33,1758857622.2551942,1758857641.070067,1758857644.3146381,0,1758857644.804905,0,20
29,1758857621.236259,1758857623.7203178,1758857627.4204879,0,1758857627.8112729,0,1
8,1758857619.089837,1758857621.7969222,1758857623.605781,0,1758857623.746885,0,1
88,1758857627.399677,1758857665.660167,1758857685.613446,0,1758857685.9573278,0,1
48,1758857623.2691998,1758857628.5996952,1758857638.473527,0,1758857639.413175,0,1
4,1758857619.089639,1758857621.796939,1758857623.610537,0,1758857623.7544022,0,1
38,1758857622.2553542,1758857628.130473,1758857634.915128,0,1758857635.34306,0,1
22,1758857621.235903,1758857625.984015,1758857630.76211,0,1758857631.279562,0,3
45,1758857623.269112,1758857628.5997062,1758857638.4945831,0,1758857638.900939,0,1
61,1758857625.3197298,1758857657.8764029,1758857670.477249,0,1758857670.831062,0,19
15,1758857620.2175639,1758857622.9039931,1758857624.4243588,0,1758857624.768242,0,1
13,1758857620.2175071,1758857622.418051,1758857625.056027,0,1758857625.303485,0,21
95,1758857628.4388502,1758857667.563283,1758857686.519556,0,1758857704.934727,0,1
65,1758857625.319886,1758857642.010931,1758857663.927259,0,1758857664.003902,0,21
12,1758857620.217473,1758857622.41807,1758857625.0761988,0,1758857625.8361971,0,21
72,1758857626.3729851,1758857664.784472,1758857684.043608,0,1758857684.432954,0,1
36,1758857622.255299,1758857628.1304991,1758857634.990016,0,1758857635.37281,0,1
100,1758857628.4390159,1758857667.5632892,1758857686.522824,0,1758857710.450418,0,1
73,1758857626.373019,1758857668.372972,1758857687.1918468,0,1758857687.387041,0,2
78,1758857626.373158,1758857658.480119,1758857670.6208892,0,1758857670.872509,0,20
28,1758857621.2362182,1758857625.984,1758857630.722744,0,1758857630.766894,0,3
79,1758857626.373185,1758857655.359458,1758857676.016683,0,1758857676.379999,0,1
31,1758857622.2550972,1758857628.130482,1758857634.9459782,0,1758857635.3483012,0,1
70,1758857625.3200378,1758857651.976246,1758857667.080512,0,1758857668.487159,0,12
62,1758857625.319784,1758857651.976237,1758857667.046346,0,1758857667.362978,0,12
11,1758857620.217427,1758857622.4180748,1758857625.0812259,0,1758857625.3304949,0,21
21,1758857621.235821,1758857623.720304,1758857627.4114702,0,1758857627.7954612,0,1
74,1758857626.3730528,1758857658.4801369,1758857670.627954,0,1758857670.915263,0,20
85,1758857627.399565,1758857665.6601448,1758857687.169206,0,1758857724.0059671,0,1
69,1758857625.32001,1758857653.8203578,1758857675.2572958,0,1758857675.277917,0,1
6,1758857619.089726,1758857621.796949,1758857623.614455,0,1758857623.759753,0,1
94,1758857628.438818,1758857668.457473,1758857686.6845639,0,1758857687.697886,0,1
17,1758857620.217629,1758857622.4180322,1758857625.0404758,0,1758857625.2847302,0,21
68,1758857625.319983,1758857646.385229,1758857662.533296,0,1758857662.8090591,0,15
92,1758857628.438743,1758857667.563259,1758857686.5088892,0,1758857686.968671,0,1
43,1758857623.269037,1758857630.3919501,1758857639.818429,0,1758857640.00074,0,1
47,1758857623.2691689,1758857628.599701,1758857638.482062,0,1758857638.895793,0,1
39,1758857622.255382,1758857628.599686,1758857638.461737,0,1758857638.88905,0,1
93,1758857628.438783,1758857667.563277,1758857686.5164979,0,1758857704.931185,0,1
27,1758857621.236174,1758857623.7203221,1758857627.42448,0,1758857627.8181,0,1
60,1758857624.2965639,1758857634.961514,1758857646.502462,0,1758857646.895749,0,21
14,1758857620.217537,1758857622.418046,1758857625.051105,0,1758857625.296885,0,21
82,1758857627.399369,1758857664.784488,1758857686.591443,0,1758857687.172111,0,1
7,1758857619.089773,1758857621.796959,1758857623.617302,0,1758857623.76455,0,1
96,1758857628.438881,1758857688.637763,1758857692.749457,0,1758857692.971644,0,20
